번호,한글명,영문명
6703,"사람 머리카락(정돈ㆍ표백이나 그 밖의 가공을 한 것으로 한정한다), 가발이나 이와 유사한 것을 제조하기 위한 양모나 그 밖의 동물의 털이나 그 밖의 방직용 섬유재료","Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like."
6704,"가발ㆍ가수염ㆍ눈썹ㆍ속눈썹ㆍ스위치와 이와 유사한 것(사람 머리카락ㆍ동물의 털ㆍ방직용 섬유재료로 만든 것으로 한정한다), 사람 머리카락으로 된 제품(따로 분류되지 않은 것으로 한정한다)","Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included."
6801,"포석ㆍ연석ㆍ판석[천연 석재로 한정하며, 슬레이트(slate)는 제외한다]","Setts, curbstones and flagstones, of natural stone (except slate)."
6802,"가공한 석비용ㆍ건축용 석재[슬레이트(slate)는 제외한다]와 이들의 제품(제6801호의 물품은 제외한다), 모자이크 큐브와 이와 유사한 것[천연 석재의 것으로서 슬레이트(slate) 제품을 포함하며, 뒷면을 보강한 것인지에 상관없다], 인공적으로 착색한 천연 석재[슬레이트(slate)를 포함한다]의 알갱이ㆍ조각ㆍ가루","Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 68.01; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chipping and powder, of natural stone (including slate)."
6803,"가공한 슬레이트(slate)와 슬레이트(slate) 제품, 응결 슬레이트(slate)의 제품",Worked slate and articles of slate or of agglomerated slate.
6804,"밀스톤(millstone)ㆍ그라인드스톤(grindstone)ㆍ그라인딩휠(grinding wheel)과 이와 유사한 것(연마용ㆍ벼리기용ㆍ광택용ㆍ정형용ㆍ절단용인 것으로서 프레임을 갖추지 않은 것으로 한정한다)ㆍ수지석(手砥石)과 이들의 부분품[천연석, 응결시킨 천연ㆍ인조의 연마재료로 만든 것이나 도자(陶瓷)제의 것으로 한정하며, 그 밖의 재료로 만든 부분품이 부착되었는지에 상관없다]","Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials."
6805,천연ㆍ인조의 연마용 가루나 알갱이를 방직용 섬유재료ㆍ종이ㆍ판지나 그 밖의 재료에 부착한 물품(특정한 모양으로 절단ㆍ봉합한 것인지 또는 그 밖의 방법으로 만든 제품인지에 상관없다),"Natural or artificial, abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up."
6806,"슬래그 울(slag wool)ㆍ암면(rock wool)과 이와 유사한 광물성 울, 박리한 질석(蛭石)ㆍ팽창점토ㆍ다포슬래그(slag)와 이와 유사하게 팽창하는 광물성 재료, 단열용ㆍ방음용ㆍ흡음용 광물성 재료의 혼합물과 그 제품(제6811호ㆍ제6812호나 제69류의 것은 제외한다)","Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 68.11 or 68.12 or of Chapter 69."
6807,아스팔트 제품이나 이와 유사한 재료[예: 석유역청이나 콜타르 피치(coal tar pitch)]의 제품,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)."
6808,패널ㆍ보드ㆍ타일ㆍ블록과 이와 유사한 물품[식물성 섬유ㆍ짚ㆍ목재의 대팻밥ㆍ칩ㆍ파티클(particle)ㆍ톱밥이나 그 밖의 웨이스트(waste)를 시멘트ㆍ플라스터(plaster)나 그 밖의 광물성 결합재로 응결시킨 것으로 한정한다],"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders."
6809,플라스터(plaster) 제품이나 플라스터(plaster)를 기본 재료로 조합한 제품,Articles of plaster or of compositions based on plaster.
6810,시멘트 제품ㆍ콘크리트 제품ㆍ인조석 제품(보강한 것인지에 상관없다),"Articles of cement, of concrete or of artificial stone, whether or not reinforced."
6811,석면시멘트 제품ㆍ셀룰로오스파이버시멘트 제품이나 이와 유사한 것,"Articles of asbestos-cement, of cellulose fibre-cement or the like."
6812,"가공한 석면섬유, 석면을 기본 재료로 한 혼합물, 석면과 탄산마그네슘을 기본 재료로 한 혼합물, 그 혼합물들의 제품, 석면제품[예: 석면의 실ㆍ직물ㆍ의류ㆍ모자ㆍ신발ㆍ개스킷(gasket)](보강한 것인지에 상관없으며 제6811호와 제6813호의 물품은 제외한다)","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 68.11 or 68.13."
6813,"마찰 재료와 그 제품[예: 시트(sheet)ㆍ롤ㆍ스트립(strip)ㆍ세그먼트ㆍ디스크(disc)ㆍ와셔(washer)ㆍ패드](장착되지 않은 것으로서 브레이크용ㆍ클러치용이나 이와 유사한 용도의 석면ㆍ그 밖의 광물성 재료ㆍ셀룰로오스를 기본 재료로 한 것으로 한정하며, 직물이나 그 밖의 재료와 결합한 것인지에 상관없다)","Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials."
6814,운모(가공한 것으로 한정한다)와 운모의 제품(응결시키거나 재생한 운모를 포함하며 종이ㆍ판지나 그 밖의 재료로 된 지지물에 부착한 것인지에 상관없다),"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials."
6815,"석제품이나 그 밖의 광물성 재료의 제품[탄소섬유ㆍ탄소섬유의 제품ㆍ이탄(泥炭)제품을 포함하며, 따로 분류되지 않은 것으로 한정한다]","Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included."
6901,벽돌ㆍ블록ㆍ타일과 그 밖의 도자제품[규조토(예: 키절구어(kieselguhr)ㆍ트리폴리트(tripolite)ㆍ다이어토마이트(diatomite))나 이와 유사한 규산질의 흙으로 제조한 것으로 한정한다],"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths."
6902,내화벽돌ㆍ내화블록ㆍ내화타일과 이와 유사한 건설용 내화 도자제품(규조토나 이와 유사한 규산질의 흙으로 만든 제품은 제외한다),"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths."
6903,그 밖의 내화성 도자제품[예: 레토르트(retort)ㆍ도가니ㆍ머플ㆍ노즐ㆍ플러그ㆍ서포트ㆍ큐펠(cupel)ㆍ관(管)ㆍ쉬드(sheath)ㆍ막대(rod)ㆍ슬라이드 게이트(slide gate)](규조토나 이와 유사한 규산질의 흙으로 만든 제품은 제외한다),"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths."
6904,도자제의 건축용 벽돌ㆍ바닥깔개용 블록ㆍ서포트타일(support tile)ㆍ필러타일(filler tile)과 이와 유사한 것,"Ceramic building bricks, flooring blocks, support or filler tiles and the like."
6905,기와ㆍ굴뚝통ㆍ굴뚝갓ㆍ굴뚝용 내장재ㆍ건축용 장식품과 그 밖의 도자제의 건설용품,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods."
6906,도자제의 관(管)ㆍ도관(導管)ㆍ홈통과 관(管)의 연결구류,"Ceramic pipes, conduits, guttering and pipe fittings."
6907,"도자제의 판석과 포장(鋪裝)용ㆍ노(爐)용ㆍ벽용 타일, 도자제의 모자이크 큐브와 이와 유사한 것(뒷면을 보강한 것인지에 상관없다), 피니싱 세라믹","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics."
6909,"실험실용ㆍ화학용이나 그 밖의 공업용 도자제품, 농업용 도자제 통과 이와 유사한 용기, 물품의 수송용ㆍ포장용으로 사용하는 도자제의 항아리ㆍ단지와 이와 유사한 제품","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods."
6910,도자제의 설거지통ㆍ세면대ㆍ세면대용 받침ㆍ목욕통ㆍ비데ㆍ수세식 변기통ㆍ수세식 변기용 물통ㆍ소변기와 이와 유사한 위생용 물품,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures."
6911,자기제의 식탁용품ㆍ주방용품ㆍ그 밖의 가정용품ㆍ화장용품,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china."
6912,도자제의 식탁용품ㆍ주방용품ㆍ그 밖의 가정용품ㆍ화장용품(자기제의 것은 제외한다),"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china."
6913,도자제의 작은 조각상과 그 밖의 장식용 제품,Statuettes and other ornamental ceramic articles.
6914,도자제의 그 밖의 제품,Other ceramic articles.
7001,"깨진 유리, 유리의 그 밖의 웨이스트(waste)ㆍ스크랩(scrap)[제8549호의 음극선관에서 얻어진 유리와 그 밖의 활성화된 유리를 제외한다], 유리 괴(塊)","Cullet and other waste and scrap of glass, excluding glass from cathode-ray tubes or other activated glass of heading 85.49; glass in the mass."
7002,"유리로 만든 구(球)[제7018호의 마이크로스피어(microsphere)는 제외한다], 막대(rod)나 관(管)(가공하지 않은 것으로 한정한다)","Glass in balls (other than microspheres of heading 70.18), rods or tubes, unworked."
7003,"주입법과 롤(roll)법으로 제조한 유리[시트(sheet) 모양이나 프로파일(profile) 모양으로 한정하고, 흡수층ㆍ반사층ㆍ무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]","Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked."
7004,"인상법(引上法)과 취입법(吹入法)으로 제조한 유리[시트(sheet) 모양으로 한정하고, 흡수층ㆍ반사층ㆍ무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]","Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked."
7005,"플로트유리(float glass)와 표면을 연마한 유리[시트(sheet) 모양으로 한정하고, 흡수층ㆍ반사층ㆍ무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]","Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked."
7006,"제7003호ㆍ제7004호ㆍ제7005호의 유리(구부린 것ㆍ가장자리 가공한 것ㆍ조각한 것ㆍ구멍을 뚫은 것ㆍ에나멜을 칠한 것이나 그 밖의 방법으로 가공한 것으로 한정하며, 프레임을 붙인 것이나 그 밖의 재료를 붙인 것은 제외한다)","Glass of heading 70.03, 70.04 or 70.05, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials."
7007,안전유리(강화유리나 접합유리로 된 것으로 한정한다),"Safety glass, consisting of toughened (tempered) or laminated glass."
7008,유리로 만든 복층 절연유닛,Multiple-walled insulating units of glass.
7009,"유리거울(백미러를 포함하며, 틀을 붙인 것인지에 상관없다)","Glass mirrors, whether or not framed, including rear-view mirrors."
7010,"유리로 만든 카보이(carboy)ㆍ병ㆍ플라스크ㆍ단지ㆍ항아리ㆍ약병ㆍ앰플과 그 밖에 이와 유사한 용기(물품의 수송용ㆍ포장용으로 한정한다), 유리로 만든 보존병, 유리로 만든 마개ㆍ뚜껑과 그 밖의 마개류","Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass."
